"SSN","site","subsite","unit","northing","easting"
4360,"4","NONE","S5W1",-228,-4
4361,"L 1","NONE","S5W1",-217,-6
4362,"1","NONE","S6W1",-267,-39
4363,"2","NONE","S6W1",-251,-2
4364,"3","NONE","S6W1",-262,-28
4365,"4","NONE","S6W1",-267,-20
4366,"5","NONE","S6W1",-272,-25
4367,"6","NONE","S6W1",-279,-26
4368,"7","NONE","S6W1",-284,-27
4369,"8","NONE","S6W1",-284,-33
4370,"9","NONE","S6W1",-278,-32
4371,"10","NONE","S6W1",-273,-31
4372,"11","NONE","S6W1",-278,-37
4373,"12","-14","S6W1",-281,-42
4374,"15","NONE","S6W1",-290,-36
4375,"16","NONE","S6W1",-296,-35
4376,"17","NONE","S6W1",-290,-27
4377,"18","NONE","S6W1",-296,-27
4378,"19","-20","S6W1",-273,-7
4379,"21","NONE","S6W1",-272,-17
4380,"22","NONE","S6W1",-279,-16
4381,"23","NONE","S6W1",-285,-16
4382,"24","NONE","S6W1",-281,-21
4383,"25","NONE","S6W1",-285,-21
4384,"26","NONE","S6W1",-290,-20
4385,"27","NONE","S6W1",-296,-20
4386,"28","NONE","S6W1",-297,-14
4387,"29","NONE","S6W1",-291,-17
4388,"30","-31","S6W1",-293,-12
4389,"32","-33","S6W1",-284,-10
4390,"34","NONE","S6W1",-280,-3
4391,"35","NONE","S6W1",-300,-3
4392,"36","NONE","S6W1",-300,-9
4393,"L 1","NONE","S6W1",-290,-45
4394,"L 2","NONE","S6W1",-288,-1
4395,"L 3","NONE","S6W1",-268,-4
4396,"1","NONE","S7W1",-304,-28
4397,"2","NONE","S7W1",-307,-20
4398,"3","NONE","S7W1",-307,-3
4399,"4","NONE","S7W1",-320,-9
4400,"5","NONE","S7W1",-312,-11
4401,"6","NONE","S7W1",-306,-8
4402,"7","NONE","S7W1",-304,-20
4403,"8","NONE","S7W1",-300,-20
4404,"9","NONE","S7W1",-304,-25
4405,"L 1","NONE","S7W1",-321,-38
4406,"L 2","NONE","S7W1",-320,-42
4407,"L 3","NONE","S7W1",-319,-48
4408,"L 4","NONE","S7W1",-305,-49
4409,"L 5","NONE","S7W1",-314,-29
4410,"1","NONE","S1E1",-6,26
4411,"2","NONE","S1E1",-44,45
4412,"3","NONE","S1E1",-44,49
4413,"4","NONE","S1E1",-42,41
4414,"5","S","S1E1",-35,47
4415,"5","N","S1E1",-28,46
4416,"6","NONE","S1E1",-39,37
4417,"7","NONE","S1E1",-41,27
4418,"8","NONE","S1E1",-39,23
4419,"9","NONE","S1E1",-41,19
4420,"10","NONE","S1E1",-39,14
4421,"11","NONE","S1E1",-40,8
4422,"12","NONE","S1E1",-35,4
4423,"13","NONE","S1E1",-40,4
4424,"14","NONE","S1E1",-31,4
4425,"15","NONE","S1E1",-30,9
4426,"16","NONE","S1E1",-45,12
4427,"17","NONE","S1E1",-33,15
4428,"18","NONE","S1E1",-32,24
4429,"19","NONE","S1E1",-27,15
4430,"20","NONE","S1E1",-22,26
4431,"21","NONE","S1E1",-25,27
4432,"22","NONE","S1E1",-32,30
4433,"23","NONE","S1E1",-26,32
4434,"24","E","S1E1",-22,49
4435,"24","W","S1E1",-23,41
4436,"25","NONE","S1E1",-33,36
4437,"26","NONE","S1E1",-33,42
4438,"27","NONE","S1E1",-21,15
4439,"28","NONE","S1E1",-22,9
4440,"29","NONE","S1E1",-25,4
4441,"L 1","NONE","S1E1",-10,48
4442,"L 2","NONE","S1E1",-13,39
4443,"L 3","NONE","S1E1",-46,30
4444,"L 4","NONE","S1E1",-37,17
4445,"L 5","NONE","S1E1",-19,19
4446,"L 6","NONE","S1E1",-22,19
4447,"L 7","NONE","S1E1",-25,21
4448,"1","NONE","S2E1",-68,5
4449,"2","NONE","S2E1",-75,6
4450,"3","NONE","S2E1",-60,8
4451,"4","NONE","S2E1",-73,27
4452,"4","N","S2E1",-65,28
4453,"5","NONE","S2E1",-62,40
4454,"6","NONE","S2E1",-64,47
4455,"7","NONE","S2E1",-87,46
4456,"8","NONE","S2E1",-92,45
4457,"9","NONE","S2E1",-100,45
4458,"10","NONE","S2E1",-97,29
4459,"11","E","S2E1",-97,22
4460,"12","C&S","S2E1",-87,6
4461,"12","N","S2E1",-80,6
4462,"13","NONE","S2E1",-93,8
4463,"14","NONE","S2E1",-73,4
4464,"15","&21","S2E1",-73,33
4465,"16","NONE","S2E1",-79,15
4466,"17","NONE","S2E1",-86,15
4467,"18","NONE","S2E1",-74,20
4468,"19","NONE","S2E1",-67,13
4469,"20","NONE","S2E1",-73,12
4470,"22","NONE","S2E1",-55,10
4471,"23","NONE","S2E1",-61,14
4472,"24","NONE","S2E1",-56,18
4473,"25","NONE","S2E1",-49,9
4474,"26","NONE","S2E1",-48,4
4475,"27","NONE","S2E1",-52,17
4476,"28","NONE","S2E1",-53,24
4477,"29","NONE","S2E1",-52,47
4478,"30","NONE","S2E1",-57,45
4479,"31","NONE","S2E1",-55,40
4480,"32","NONE","S2E1",-59,49
4481,"33","NONE","S2E1",-95,2
4482,"L 1","NONE","S2E1",-81,40
4483,"L 2","NONE","S2E1",-99,15
4484,"L 4","NONE","S2E1",-90,18
4485,"L 5","NONE","S2E1",-71,5
4486,"L 4","NONE","S2E1",-90,18
4487,"L 5","NONE","S2E1",-71,5
4488,"1","NONE","S3E1",-123,28
4489,"2","NONE","S3E1",-121,34
4490,"3","NONE","S3E1",-112,41
4491,"4","NONE","S3E1",-120,22
4492,"5","NONE","S3E1",-116,21
4493,"6","NONE","S3E1",-113,23
4494,"7","NONE","S3E1",-102,36
4495,"8","NONE","S3E1",-106,22
4496,"9","NONE","S3E1",-107,18
4497,"10","NONE","S3E1",-109,11
4498,"11","NONE","S3E1",-103,7
4499,"12","NONE","S3E1",-105,2
4500,"13","NONE","S3E1",-104,1
4501,"14","N","S3E1",-115,15
4502,"14","S","S3E1",-121,15
4503,"15","NONE","S3E1",-117,6
4504,"16","NONE","S3E1",-115,0
4505,"17","A","S3E1",-148,4
4506,"17","B","S3E1",-143,8
4507,"18","NONE","S3E1",-133,9
4508,"19","NONE","S3E1",-128,8
4509,"20","NONE","S3E1",-124,6
4510,"21","NONE","S3E1",-132,17
4511,"22","ABC","S3E1",-131,22
4512,"23","NONE","S3E1",-144,18
4513,"24","NONE","S3E1",-146,35
4514,"25","NONE","S3E1",-133,31
4515,"26","NONE","S3E1",-126,41
4516,"27","NONE","S3E1",-125,46
4517,"28","NONE","S3E1",-139,14
4518,"L 1","NONE","S3E1",-112,28
4519,"L 2","NONE","S3E1",-101,1
4520,"L 3","NONE","S3E1",-141,27
4521,"L 4","NONE","S3E1",-126,24
4522,"1","NONE","S4E1",-152,32
4523,"2","AB","S4E1",-152,39
4524,"2","C","S4E1",-151,41
4525,"3","NONE","S4E1",-154,25
4526,"4","NONE","S4E1",-150,18
4527,"5","&9","S4E1",-157,13
4528,"6","NONE","S4E1",-150,14
4529,"7","NONE","S4E1",-151,10
4530,"8","NONE","S4E1",-156,7
4531,"10","NONE","S4E1",-160,3
4532,"11","NONE","S4E1",-166,4
4533,"12","NONE","S4E1",-159,9
4534,"13","NONE","S4E1",-164,10
4535,"14","NONE","S4E1",-164,14
4536,"15","NONE","S4E1",-158,34
4537,"16","NONE","S4E1",-159,44
4538,"17","NONE","S4E1",-164,45
4539,"18","NONE","S4E1",-171,46
4540,"19","NONE","S4E1",-166,24
4541,"20","NONE","S4E1",-176,27
4542,"21","NONE","S4E1",-172,25
4543,"22","NONE","S4E1",-179,22
4544,"23","NONE","S4E1",-178,18
4545,"24","NONE","S4E1",-182,15
4546,"25","NONE","S4E1",-197,8
4547,"26","NONE","S4E1",-191,8
4548,"27","NONE","S4E1",-171,7
4549,"28","&29","S4E1",-176,7
4550,"30","NONE","S4E1",-185,11
4551,"31","NONE","S4E1",-195,45
4552,"32","NONE","S4E1",-196,34
4553,"L 1","NONE","S4E1",-158,20
4554,"L 2","NONE","S4E1",-152,21
4555,"L 3","NONE","S4E1",-163,19
4556,"L 4","NONE","S4E1",-190,44
4557,"1","NONE","S5E1",-235,15
4558,"2","NONE","S5E1",-204,8
4559,"3","NONE","S5E1",-216,9
4560,"4","NONE","S5E1",-205,47
4561,"5","NONE","S5E1",-225,14
4562,"6","NONE","S5E1",-249,34
4563,"7","NONE","S5E1",-243,40
4564,"8","NONE","S5E1",-248,44
4565,"L 1","NONE","S5E1",-238,9
4566,"L 2","NONE","S5E1",-235,2
4567,"L 3","NONE","S5E1",-238,23
4568,"1","N","S6E1",-276,22
4569,"1","S","S6E1",-282,22
4570,"2","NONE","S6E1",-285,12
4571,"3","NONE","S6E1",-294,17
4572,"4","NONE","S6E1",-288,34
4573,"5","NONE","S6E1",-286,4
4574,"6","NONE","S6E1",-293,6
4575,"7","NONE","S6E1",-298,7
4576,"8","NONE","S6E1",-268,8
4577,"9","NONE","S6E1",-267,15
4578,"10","NONE","S6E1",-252,24
4579,"11","NONE","S6E1",-256,46
4580,"12","NONE","S6E1",-268,48
4581,"13","NONE","S6E1",-283,47
4582,"14","NONE","S6E1",-282,38
4583,"15","NONE","S6E1",-289,9
4584,"16","NONE","S6E1",-285,8
4585,"17","&18","S6E1",-280,10
4586,"19","NONE","S6E1",-283,15
4587,"20","NONE","S6E1",-272,22
4588,"21","NONE","S6E1",-274,11
4589,"22","NONE","S6E1",-282,4
4590,"23","NONE","S6E1",-294,22
4591,"24","NONE","S6E1",-290,25
4592,"25","NONE","S6E1",-299,28
4593,"L 1","NONE","S6E1",-256,8
4594,"L 2","NONE","S6E1",-257,38
4595,"L 3","NONE","S6E1",-266,22
4596,"L 4","NONE","S6E1",-264,36
4597,"L 5","NONE","S6E1",-264,42
4598,"L 6","NONE","S6E1",-270,30
4599,"L 7","NONE","S6E1",-288,41
4600,"1","NONE","S7E1",-305,31
4601,"2","NONE","S7E1",-300,13
4602,"3","NONE","S7E1",-314,42
4603,"4","NONE","S7E1",-306,11
4604,"5","NONE","S7E1",-311,12
4605,"6","NONE","S7E1",-317,12
4606,"7","NONE","S7E1",-317,6
4607,"8","NONE","S7E1",-311,7
4608,"9","NONE","S7E1",-306,7
4609,"10","NONE","S7E1",-302,7
4610,"11","NONE","S7E1",-307,4
4611,"12","NONE","S7E1",-309,2
4612,"13","NONE","S7E1",-308,16
4613,"14","NONE","S7E1",-304,18
4614,"15","NONE","S7E1",-307,22
4615,"16","NONE","S7E1",-323,34
4616,"1","NONE","S1E2",-4,61
4617,"2","NONE","S1E2",-10,61
4618,"3","NONE","S1E2",-7,58
4619,"4","NONE","S1E2",-10,54
4620,"5","NONE","S1E2",-23,60
4621,"6","NONE","S1E2",-24,67
4622,"7","NONE","S1E2",-22,76
4623,"8","NONE","S1E2",-24,70
4624,"9","NONE","S1E2",-27,70
4625,"10","NONE","S1E2",-28,78
4626,"11","NONE","S1E2",-25,85
4627,"12","NONE","S1E2",-30,66
4628,"13","NONE","S1E2",-31,69
4629,"14","NONE","S1E2",-37,68
4630,"15","NONE","S1E2",-48,82
4631,"16","NONE","S1E2",-41,67
4632,"17","NONE","S1E2",-34,60
4633,"18","NONE","S1E2",-34,64
4634,"19","NONE","S1E2",-41,63
4635,"20","NONE","S1E2",-41,58
4636,"21","NONE","S1E2",-47,60
4637,"22","NONE","S1E2",-47,72
4638,"23","NONE","S1E2",-42,84
4639,"24","NONE","S1E2",-34,80
4640,"25","NONE","S1E2",-31,86
4641,"26","NONE","S1E2",-36,92
4642,"27","NONE","S1E2",-30,94
4643,"28","NONE","S1E2",-36,98
4644,"29","ECS","S1E2",-21,91
4645,"29","W","S1E2",-19,85
4646,"30","NONE","S1E2",-18,80
4647,"31","NONE","S1E2",-16,94
4648,"32","NONE","S1E2",-17,99
4649,"33","NONE","S1E2",-23,99
4650,"34","EW","S1E2",-9,95
4651,"35","NONE","S1E2",-11,88
4652,"36","NONE","S1E2",-14,85
4653,"37","NONE","S1E2",-4,96
4654,"38","N","S1E2",0,76
4655,"38","S","S1E2",-4,77
4656,"39","NONE","S1E2",-44,96
4657,"40","NONE","S1E2",-50,93
4658,"41","NONE","S1E2",-42,74
4659,"42","NONE","S1E2",-44,52
4660,"43","NONE","S1E2",-34,74
4661,"L 1","NONE","S1E2",-4,51
4662,"L 2","NONE","S1E2",-13,54
4663,"L 3","NONE","S1E2",-13,61
4664,"L 4","NONE","S1E2",-17,60
4665,"L 5","NONE","S1E2",-44,65
4666,"L 6","NONE","S1E2",-41,79
4667,"L 7","NONE","S1E2",-37,86
4668,"L 8","NONE","S1E2",-13,81
4669,"1","NE","S2E2",-56,64
4670,"1","SE","S2E2",-60,66
4671,"1","SW","S2E2",-59,60
4672,"1","NW","S2E2",-53,59
4673,"2","S","S2E2",-53,74
4674,"3","NONE","S2E2",-60,72
4675,"4","E","S2E2",-91,61
4676,"4","W","S2E2",-91,56
4677,"5","NONE","S2E2",-62,87
4678,"6","NONE","S2E2",-57,85
4679,"7","NONE","S2E2",-55,92
4680,"8","NONE","S2E2",-61,83
4681,"9","NONE","S2E2",-56,97
4682,"10","NONE","S2E2",-80,72
4683,"11","NONE","S2E2",-100,53
4684,"12","NONE","S2E2",-52,54
4685,"13","NONE","S2E2",-94,88
4686,"14","NONE","S2E2",-100,61
4687,"L 1","NONE","S2E2",-58,80
4688,"L 2","NONE","S2E2",-99,50
4689,"L 3","NONE","S2E2",-68,78
4690,"L 4","NONE","S2E2",-92,72
4691,"L 5","NONE","S2E2",-94,68
4692,"L 6","NONE","S2E2",-93,78
4693,"1","NONE","S3E2",-146,52
4694,"2","NONE","S3E2",-140,52
4695,"3","NONE","S3E2",-126,60
4696,"4","NONE","S3E2",-139,65
4697,"5","NONE","S3E2",-146,79
4698,"6","NONE","S3E2",-120,80
4699,"7","NONE","S3E2",-102,98
4700,"8","NONE","S3E2",-103,92
4701,"9","NONE","S3E2",-103,85
4702,"10","NONE","S3E2",-103,76
4703,"11","NONE","S3E2",-106,60
4704,"1","NONE","S4E2",-179,70
4705,"2","NONE","S4E2",-155,96
4706,"3","NONE","S4E2",-164,83
4707,"4","NONE","S4E2",-159,74
4708,"5","NONE","S4E2",-167,75
4709,"6","NONE","S4E2",-170,85
4710,"7","NONE","S4E2",-171,70
4711,"8","NONE","S4E2",-155,79
4712,"9","NONE","S4E2",-191,56
4713,"10","NONE","S4E2",-171,54
4714,"11","NONE","S4E2",-165,53
4715,"1","NONE","S1E3",-23,137
4716,"2","NONE","S1E3",-33,128
4717,"3","NONE","S1E3",-52,123
4718,"4","NONE","S1E3",-45,141
4719,"5","NONE","S1E3",-17,105
4720,"6","NONE","S1E3",-27,118
4721,"7","NONE","S1E3",-4,104
4722,"8","NONE","S1E3",-10,131
4723,"9","NONE","S1E3",-4,130
4724,"10","NONE","S1E3",-5,136
4725,"11","NONE","S1E3",-3,144
4726,"12","NONE","S1E3",-16,131
4727,"13","NONE","S1E3",-22,129
4728,"14","NONE","S1E3",-28,124
4729,"15","NONE","S1E3",-44,144
4730,"16","NONE","S1E3",-44,148
4731,"17","NONE","S1E3",-32,138
4732,"L 1","NONE","S1E3",-33,103
4733,"L 2","NONE","S1E3",-20,111
4734,"L 3","NONE","S1E3",-8,116
4735,"L 4","NONE","S1E3",-11,139
4736,"L 5","NONE","S1E3",-18,122
4737,"L 6","NONE","S1E3",-34,112
4738,"L 7","NONE","S1E3",-16,142
4739,"1","NONE","S2E3",-54,111
4740,"2","NONE","S2E3",-88,107
4741,"3","NONE","S2E3",-81,132
4742,"4","NONE","S2E3",-73,136
4743,"5","NONE","S2E3",-58,140
4744,"6","NONE","S2E3",-58,148
4745,"7","NONE","S2E3",-97,117
4746,"8","NONE","S2E3",-95,133
4747,"L 1","NONE","S2E3",-95,143
4748,"1","NONE","S3E3",-112,107
4749,"2","NONE","S3E3",-101,106
4750,"1","NONE","S4E3",-178,142
4751,"2","NONE","S4E3",-170,138
4752,"3","NONE","S4E3",-181,125
4753,"4","NONE","S4E3",-152,105
4754,"5","NONE","S4E3",-190,143
4755,"L 1","NONE","S4E3",-186,111
4756,"W","NONE","S4E3",-999,-999
4757,"X","NONE","S4E3",-999,-999
4758,"Y","NONE","S4E3",-999,-999
4759,"Z","NONE","S4E3",-999,-999
4760,"1","NONE","S1E4",-44,152
4761,"2","NE","S1E4",-2,201
4762,"2","SW","S1E4",-5,195
4763,"3","NONE","S1E4",-7,152
4764,"4","NONE","S1E4",-45,157
4765,"5","N","S1E4",-2,188
4766,"5","S","S1E4",-10,188
4767,"6","NONE","S1E4",-4,178
4768,"7","NONE","S1E4",-11,178
4769,"8","NONE","S1E4",-11,158
4770,"9","NONE","S1E4",-25,150
4771,"10","NONE","S1E4",-30,158
4772,"11","NONE","S1E4",-32,165
4773,"12","NONE","S1E4",-30,175
4774,"13","NONE","S1E4",-23,176
4775,"14","NONE","S1E4",-30,190
4776,"15","NONE","S1E4",-21,193
4777,"16","NONE","S1E4",-12,196
4778,"L 1","NONE","S1E4",-7,170
4779,"1","A","S2E4",-97,171
4780,"1","B","S2E4",-98,168
4781,"1","C","S2E4",-93,170
4782,"2","NONE","S2E4",-88,175
4783,"3","NONE","S2E4",-88,169
4784,"4","NONE","S2E4",-90,184
4785,"5","NONE","S2E4",-99,182
4786,"6","NONE","S2E4",-94,184
4787,"7","NONE","S2E4",-92,194
4788,"8","NONE","S2E4",-96,176
4789,"9","NONE","S2E4",-92,163
4790,"10","NONE","S2E4",-98,164
4791,"11","NONE","S2E4",-96,158
4792,"12","NS","S2E4",-58,156
4793,"L 1","NONE","S2E4",-95,151
4794,"L 2","NONE","S2E4",-66,187
4795,"1","NONE","S3E4",-129,183
4796,"2","NONE","S3E4",-139,169
4797,"3","NONE","S3E4",-138,175
4798,"4","NONE","S3E4",-129,170
4799,"5","NONE","S3E4",-103,150
4800,"6","NONE","S3E4",-106,158
4801,"7","NONE","S3E4",-104,164
4802,"8","NONE","S3E4",-104,177
4803,"9","NONE","S3E4",-104,182
4804,"10","NONE","S3E4",-104,188
4805,"11","NONE","S3E4",-103,195
4806,"12","NONE","S3E4",-103,170
4807,"13","NONE","S3E4",-110,181
4808,"14","NONE","S3E4",-116,182
4809,"15","NONE","S3E4",-129,160
4810,"16","NONE","S3E4",-110,169
4811,"1","NONE","S4E4",-182,166
4812,"2","NONE","S4E4",-184,190
4813,"L 1","NONE","S4E4",-152,197
4814,"1","NONE","S1E5",-5,229
4815,"2","NONE","S1E5",-2,243
4816,"3","E","S1E5",-12,233
4817,"3","C","S1E5",-13,226
4818,"3","NW","S1E5",-8,225
4819,"4","NONE","S1E5",-6,232
4820,"5","NONE","S1E5",-16,220
4821,"6","NONE","S1E5",-12,208
4822,"7","NONE","S1E5",-2,210
4823,"8","NONE","S1E5",-32,201
4824,"9","NONE","S1E5",-22,204
4825,"10","NONE","S1E5",-14,202
4826,"11","NONE","S1E5",-14,247
4827,"12","NONE","S1E5",-8,249
4828,"13","NONE","S1E5",-20,247
4829,"14","NONE","S1E5",-16,239
4830,"15","NONE","S1E5",-22,236
4831,"L 1","&L2","S1E5",-3,228
4832,"L 3","NONE","S1E5",-7,219
4833,"L 4","NONE","S1E5",-8,214
4834,"L 5","NONE","S1E5",-16,212
4835,"1","NONE","S2E5",-84,241
4836,"2","NONE","S2E5",-86,247
4837,"3","E","S2E5",-91,222
4838,"3","W","S2E5",-91,218
4839,"4","E","S2E5",-96,218
4840,"4","W","S2E5",-95,212
4841,"5","NONE","S2E5",-98,228
4842,"6","NONE","S2E5",-97,235
4843,"7","NONE","S2E5",-94,228
4844,"8","NONE","S2E5",-90,201
4845,"9","NONE","S2E5",-84,203
4846,"10","NONE","S2E5",-96,205
4847,"11","NONE","S2E5",-96,241
4848,"12","NONE","S2E5",-92,235
4849,"13","NONE","S2E5",-91,247
4850,"14","NONE","S2E5",-97,247
4851,"L 1","NONE","S2E5",-82,217
4852,"L 2","NONE","S2E5",-96,223
4853,"L 3","NONE","S2E5",-90,242
4854,"1","NONE","S3E5",-104,230
4855,"2","NONE","S3E5",-108,234
4856,"3","NONE","S3E5",-105,217
4857,"4","NONE","S3E5",-103,204
4858,"5","NONE","S3E5",-112,217
4859,"6","NONE","S3E5",-121,210
4860,"7","NONE","S3E5",-122,215
4861,"9","NONE","S3E5",-113,210
4862,"10","NONE","S3E5",-121,202
4863,"11","NONE","S3E5",-123,220
4864,"12","NONE","S3E5",-122,227
4865,"13","NONE","S3E5",-111,222
4866,"14","NONE","S3E5",-112,228
4867,"15","NONE","S3E5",-103,240
4868,"16","NONE","S3E5",-102,248
4869,"17","NONE","S3E5",-110,248
4870,"19","NONE","S3E5",-126,240
4871,"20","NONE","S3E5",-116,240
4872,"21","NONE","S3E5",-120,239
4873,"22","NONE","S3E5",-119,246
4874,"18","NONE","S3E5",-128,214
4875,"L 1","NONE","S3E5",-117,232
4876,"L 2","NONE","S3E5",-110,239
4877,"L 3","&L4","S3E5",-132,247
4878,"L 5","NONE","S3E5",-145,227
4879,"L 6","NONE","S3E5",-116,223
4880,"L 7","NONE","S3E5",-111,202
4881,"1","NONE","S4E5",-161,202
4882,"1","NONE","S1E6",-4,293
4883,"2","NONE","S1E6",-3,278
4884,"3","NONE","S1E6",-3,263
4885,"4","NONE","S1E6",-1,252
4886,"5","NONE","S1E6",-36,266
4887,"6","NONE","S1E6",-41,271
4888,"7","NONE","S1E6",-15,292
4889,"8","NONE","S1E6",-17,276
4890,"9","NONE","S1E6",-21,261
4891,"10","NONE","S1E6",-14,252
4892,"11","NONE","S1E6",-14,257
4893,"12","NONE","S1E6",-20,253
4894,"13","NONE","S1E6",-4,255
4895,"14","NONE","S1E6",-9,256
4896,"15","NONE","S1E6",-8,263
4897,"16","NONE","S1E6",-3,268
4898,"17","NONE","S1E6",-3,272
4899,"18","NONE","S1E6",-13,272
4900,"19","NONE","S1E6",-12,274
4901,"20","NONE","S1E6",-9,278
4902,"L 1","NONE","S1E6",-13,263
4903,"1","A","S2E6",-98,274
4904,"1","B","S2E6",-98,270
4905,"1","CDE","S2E6",-95,276
4906,"1","F","S2E6",-99,278
4907,"2","NONE","S2E6",-94,267
4908,"3","NONE","S2E6",-79,253
4909,"4","NONE","S2E6",-90,296
4910,"5","NONE","S2E6",-84,286
4911,"6","NONE","S2E6",-72,267
4912,"7","NONE","S2E6",-75,267
4913,"8","NONE","S2E6",-78,267
4914,"9","NONE","S2E6",-76,262
4915,"10","NONE","S2E6",-78,264
4916,"11","NONE","S2E6",-79,260
4917,"12","NONE","S2E6",-78,257
4918,"13","NONE","S2E6",-82,257
4919,"14","NONE","S2E6",-82,260
4920,"15","NONE","S2E6",-86,261
4921,"16","NONE","S2E6",-83,266
4922,"17","NONE","S2E6",-76,270
4923,"18","NONE","S2E6",-79,272
4924,"19","NONE","S2E6",-82,276
4925,"20","NONE","S2E6",-84,280
4926,"21","NONE","S2E6",-88,280
4927,"22","NONE","S2E6",-88,275
4928,"23","NONE","S2E6",-85,274
4929,"24","NONE","S2E6",-84,271
4930,"25","NONE","S2E6",-90,271
4931,"26","NONE","S2E6",-89,266
4932,"27","NONE","S2E6",-94,262
4933,"28","NONE","S2E6",-98,260
4934,"29","NONE","S2E6",-99,264
4935,"30","NONE","S2E6",-96,266
4936,"31","NONE","S2E6",-97,251
4937,"32","NONE","S2E6",-92,251
4938,"33","NONE","S2E6",-90,256
4939,"34","NONE","S2E6",-86,256
4940,"35","NONE","S2E6",-95,256
4941,"36","NONE","S2E6",-100,267
4942,"37","NONE","S2E6",-94,271
4943,"38","NONE","S2E6",-87,252
4944,"L 1","NONE","S2E6",-98,282
4945,"L 2","&L3","S2E6",-90,285
4946,"L 4","NONE","S2E6",-88,291
4947,"1","NONE","S3E6",-112,271
4948,"2","NONE","S3E6",-109,268
4949,"3","NONE","S3E6",-113,265
4950,"4","NONE","S3E6",-115,274
4951,"5","NONE","S3E6",-115,271
4952,"6","NONE","S3E6",-123,273
4953,"7","NONE","S3E6",-104,255
4954,"8","NONE","S3E6",-111,255
4955,"9","NONE","S3E6",-116,261
4956,"10","NONE","S3E6",-117,254
4957,"11","NONE","S3E6",-123,253
4958,"12","NONE","S3E6",-122,261
4959,"13","NONE","S3E6",-126,260
4960,"14","NONE","S3E6",-130,257
4961,"15","NONE","S3E6",-134,253
4962,"16","E","S3E6",-134,264
4963,"16","W","S3E6",-133,262
4964,"17","NONE","S3E6",-124,267
4965,"18","NONE","S3E6",-129,265
4966,"19","NONE","S3E6",-129,270
4967,"20","NONE","S3E6",-129,273
4968,"21","NONE","S3E6",-133,268
4969,"22","NONE","S3E6",-134,272
4970,"23","NONE","S3E6",-139,270
4971,"24","NONE","S3E6",-139,276
4972,"25","NONE","S3E6",-134,275
4973,"26","NONE","S3E6",-134,279
4974,"27","NONE","S3E6",-127,278
4975,"28","NONE","S3E6",-123,279
4976,"29","NONE","S3E6",-127,285
4977,"30","NONE","S3E6",-129,288
4978,"31","NONE","S3E6",-133,283
4979,"32","NONE","S3E6",-137,291
4980,"33","NONE","S3E6",-131,292
4981,"34","NONE","S3E6",-137,299
4982,"35","NONE","S3E6",-105,260
4983,"36","NONE","S3E6",-101,259
4984,"37","NONE","S3E6",-125,290
4985,"38","NONE","S3E6",-119,281
4986,"39","A","S3E6",-120,286
4987,"39","B","S3E6",-120,288
4988,"39","C","S3E6",-119,291
4989,"40","NONE","S3E6",-121,295
4990,"41","NONE","S3E6",-104,264
4991,"42","NONE","S3E6",-108,295
4992,"43","NONE","S3E6",-108,289
4993,"44","NONE","S3E6",-107,283
4994,"45","NONE","S3E6",-111,283
4995,"46","NONE","S3E6",-115,283
4996,"47","NONE","S3E6",-115,288
4997,"48","NONE","S3E6",-115,294
4998,"49","NONE","S3E6",-104,283
4999,"50","NONE","S3E6",-106,275
5000,"51","NONE","S3E6",-110,279
5001,"52","NONE","S3E6",-114,279
5002,"53","NONE","S3E6",-118,273
5003,"54","NONE","S3E6",-112,268
5004,"55","-57","S3E6",-108,264
5005,"58","NONE","S3E6",-111,260
5006,"59","NONE","S3E6",-132,298
5007,"60","NONE","S3E6",-127,297
5008,"61","NONE","S3E6",-113,298
5009,"62","NONE","S3E6",-103,297
5010,"L 1","NONE","S3E6",-112,274
5011,"L 2","NONE","S3E6",-102,288
5012,"L 3","NONE","S3E6",-119,267
5013,"L 4","NONE","S3E6",-116,266
5014,"L 5","NONE","S3E6",-138,266
5015,"1","NONE","S4E6",-162,255
5016,"2","NONE","S4E6",-159,253
5017,"3","NONE","S4E6",-179,254
5018,"1","NONE","S3E7",-123,313
5019,"2","NONE","S3E7",-141,316
5020,"3","NONE","S3E7",-145,312
5021,"4","NONE","S3E7",-138,306
5022,"5","NONE","S3E7",-132,306
5023,"6","NONE","S3E7",-131,301
5024,"7","NONE","S3E7",-120,302
5025,"8","NONE","S3E7",-137,315
5026,"9","NONE","S3E7",-124,319
5027,"10","NONE","S3E7",-122,306
5028,"11","NONE","S3E7",-133,316
5029,"12","NONE","S3E7",-138,324
5030,"13","NONE","S3E7",-142,324
5031,"14","NONE","S3E7",-116,306
5032,"15","NONE","S3E7",-126,304
5033,"L 1","NONE","S3E7",-103,307
5034,"L 2","&L3","S3E7",-107,309
5035,"L 4","NONE","S3E7",-130,316
5036,"L 5","NONE","S3E7",-137,319
5037,"L 6","NONE","S3E7",-130,320
5038,"L 7","NONE","S3E7",-139,310
5039,"L 8","NONE","S3E7",-146,330
5040,"L 9","NONE","S3E7",-138,328
5041,"L10","NONE","S3E7",-140,334
5042,"L11","NONE","S3E7",-123,329
5043,"L12","NONE","S3E7",-122,324
5044,"L13","NONE","S3E7",-112,306
5045,"L14","NONE","S3E7",-131,311
5046,"L16","NONE","S3E7",-129,326
5047,"L17","NONE","S3E7",-132,329
5048,"L18","NONE","S3E7",-133,339
5049,"L19","NONE","S3E7",-131,334
