SSN,Code,Variable,Where
2135,26,arch1XlMe,NA
2135,40,arch1Oxto,NA
2135,52,MfuncIntPaTz,NA
2135,52,MfuncIntMcTl,NA
2135,52,MfuncIntXlMt,NA
2135,43,funcResPaTz,NA
2135,43,funcResMcTl,NA
2135,43,funcResXlMt,NA
2135,43,funcTmpPaTz,NA
2135,43,funcTmpMcTl,NA
2135,43,funcTmpXlMt,NA
2135,52,funcIntPaTz,NA
2135,52,funcIntMcTl,NA
2135,52,funcIntXlMt,NA
2135,54,archInt1PaTz,NA
2135,54,archInt1McTl,NA
2135,54,archInt1XlMt,NA
2135,70,neighborhoodChar,NA
2135,101,complexNum,NA
2135,113,macroComplexNum,NA
2136,61,presPaTz,NA
2136,61,presMcTl,NA
2136,61,presXlMt,NA
2136,23,func1PMic,NA
2136,22,func1McTl,NA
2136,22,func1XlMe,NA
2136,38,func1Oxto,NA
2136,21,arch1PMic,NA
2136,26,arch1McTl,NA
2136,26,arch1XlMe,NA
2136,40,arch1Oxto,NA
2136,52,MfuncIntPaTz,NA
2136,52,MfuncIntMcTl,NA
2136,52,MfuncIntXlMt,NA
2136,43,funcResPaTz,NA
2136,43,funcResMcTl,NA
2136,43,funcResXlMt,NA
2136,43,funcTmpPaTz,NA
2136,43,funcTmpMcTl,NA
2136,43,funcTmpXlMt,NA
2136,52,funcIntPaTz,NA
2136,52,funcIntMcTl,NA
2136,52,funcIntXlMt,NA
2136,54,archInt1PaTz,NA
2136,54,archInt1McTl,NA
2136,54,archInt1XlMt,NA
2136,70,neighborhoodChar,NA
2136,101,complexNum,NA
2136,113,macroComplexNum,NA
2137,61,presPaTz,NA
2137,61,presMcTl,NA
2137,61,presXlMt,NA
2137,14,func1PMic,NA
2137,14,func1McTl,NA
2137,14,func1XlMe,NA
2137,38,func1Oxto,NA
2137,14,arch1PMic,NA
2137,14,arch1McTl,NA
2137,14,arch1XlMe,NA
2137,40,arch1Oxto,NA
2137,52,MfuncIntPaTz,NA
2137,52,MfuncIntMcTl,NA
2137,52,MfuncIntXlMt,NA
2137,43,funcResPaTz,NA
2137,43,funcResMcTl,NA
2137,43,funcResXlMt,NA
2137,43,funcTmpPaTz,NA
2137,43,funcTmpMcTl,NA
2137,43,funcTmpXlMt,NA
2137,52,funcIntPaTz,NA
2137,52,funcIntMcTl,NA
2137,52,funcIntXlMt,NA
2137,54,archInt1PaTz,NA
2137,54,archInt1McTl,NA
2137,54,archInt1XlMt,NA
2137,70,neighborhoodChar,NA
2137,101,complexNum,NA
2137,113,macroComplexNum,NA
2138,61,presPaTz,NA
2138,61,presMcTl,NA
2138,61,presXlMt,NA
2138,23,func1PMic,NA
2138,22,func1McTl,NA
2138,22,func1XlMe,NA
2138,38,func1Oxto,NA
2138,21,arch1PMic,NA
2138,26,arch1McTl,NA
2138,26,arch1XlMe,NA
2138,40,arch1Oxto,NA
2138,52,MfuncIntPaTz,NA
2138,52,MfuncIntMcTl,NA
2138,52,MfuncIntXlMt,NA
2138,43,funcResPaTz,NA
2138,43,funcResMcTl,NA
2138,43,funcResXlMt,NA
2138,43,funcTmpPaTz,NA
2138,43,funcTmpMcTl,NA
2138,43,funcTmpXlMt,NA
2138,52,funcIntPaTz,NA
2138,52,funcIntMcTl,NA
2138,52,funcIntXlMt,NA
2138,54,archInt1PaTz,NA
2138,54,archInt1McTl,NA
2138,54,archInt1XlMt,NA
2138,70,neighborhoodChar,NA
2138,101,complexNum,NA
2138,113,macroComplexNum,NA
2139,61,presPaTz,NA
2139,61,presMcTl,NA
2139,61,presXlMt,NA
2139,38,func1PMic,NA
2139,3,func1McTl,NA
2139,3,func1XlMe,NA
2139,38,func1Oxto,NA
2139,40,arch1PMic,NA
2139,2,arch1McTl,NA
2139,2,arch1XlMe,NA
2139,40,arch1Oxto,NA
2139,52,MfuncIntPaTz,NA
2139,52,MfuncIntMcTl,NA
2139,52,MfuncIntXlMt,NA
2139,43,funcResPaTz,NA
2139,43,funcResMcTl,NA
2139,43,funcResXlMt,NA
2139,43,funcTmpPaTz,NA
2139,43,funcTmpMcTl,NA
2139,43,funcTmpXlMt,NA
2139,52,funcIntPaTz,NA
2139,52,funcIntMcTl,NA
2139,52,funcIntXlMt,NA
2139,54,archInt1PaTz,NA
2139,54,archInt1McTl,NA
2139,54,archInt1XlMt,NA
2139,70,neighborhoodChar,NA
2139,101,complexNum,NA
2139,113,macroComplexNum,NA
2140,61,presPaTz,NA
2140,61,presMcTl,NA
2140,61,presXlMt,NA
2140,38,func1PMic,NA
2140,3,func1McTl,NA
2140,3,func1XlMe,NA
2140,38,func1Oxto,NA
2140,40,arch1PMic,NA
2140,2,arch1McTl,NA
2140,2,arch1XlMe,NA
2140,40,arch1Oxto,NA
2140,52,MfuncIntPaTz,NA
2140,52,MfuncIntMcTl,NA
2140,52,MfuncIntXlMt,NA
2140,43,funcResPaTz,NA
2140,43,funcResMcTl,NA
2140,43,funcResXlMt,NA
2140,43,funcTmpPaTz,NA
2140,43,funcTmpMcTl,NA
2140,43,funcTmpXlMt,NA
2140,52,funcIntPaTz,NA
2140,52,funcIntMcTl,NA
2140,52,funcIntXlMt,NA
2140,54,archInt1PaTz,NA
2140,54,archInt1McTl,NA
2140,54,archInt1XlMt,NA
2140,70,neighborhoodChar,NA
2140,101,complexNum,NA
2140,113,macroComplexNum,NA
2141,61,presPaTz,NA
2141,61,presMcTl,NA
2141,61,presXlMt,NA
2141,6,func1PMic,NA
2141,3,func1McTl,NA
2141,3,func1XlMe,NA
2141,38,func1Oxto,NA
2141,2,arch1PMic,NA
2141,1,arch1McTl,NA
2141,1,arch1XlMe,NA
2141,40,arch1Oxto,NA
2141,52,MfuncIntPaTz,NA
2141,52,MfuncIntMcTl,NA
2141,52,MfuncIntXlMt,NA
2141,43,funcResPaTz,NA
2141,43,funcResMcTl,NA
2141,43,funcResXlMt,NA
2141,29,funcTmpPaTz,NA
2141,29,funcTmpMcTl,NA
2141,29,funcTmpXlMt,NA
2141,52,funcIntPaTz,NA
2141,52,funcIntMcTl,NA
2141,52,funcIntXlMt,NA
2141,56,archInt1PaTz,NA
2141,56,archInt1McTl,NA
2141,56,archInt1XlMt,NA
2141,70,neighborhoodChar,NA
2141,111,complexNum,NA
2141,113,macroComplexNum,NA
2142,61,presPaTz,NA
2142,61,presMcTl,NA
2142,61,presXlMt,NA
2142,6,func1PMic,NA
2142,3,func1McTl,NA
2142,3,func1XlMe,NA
2142,38,func1Oxto,NA
2142,2,arch1PMic,NA
2142,1,arch1McTl,NA
2142,1,arch1XlMe,NA
2142,40,arch1Oxto,NA
2142,52,MfuncIntPaTz,NA
2142,52,MfuncIntMcTl,NA
2142,52,MfuncIntXlMt,NA
2142,43,funcResPaTz,NA
2142,43,funcResMcTl,NA
2142,43,funcResXlMt,NA
2142,29,funcTmpPaTz,NA
2142,29,funcTmpMcTl,NA
2142,29,funcTmpXlMt,NA
2142,52,funcIntPaTz,NA
2142,52,funcIntMcTl,NA
2142,52,funcIntXlMt,NA
2142,56,archInt1PaTz,NA
2142,56,archInt1McTl,NA
2142,56,archInt1XlMt,NA
2142,70,neighborhoodChar,NA
2142,111,complexNum,NA
2142,113,macroComplexNum,NA
2143,61,presPaTz,NA
2143,61,presMcTl,NA
2143,61,presXlMt,NA
2143,23,func1PMic,NA
2143,22,func1McTl,NA
2143,22,func1XlMe,NA
2143,38,func1Oxto,NA
2143,21,arch1PMic,NA
2143,26,arch1McTl,NA
2143,26,arch1XlMe,NA
2143,40,arch1Oxto,NA
2143,52,MfuncIntPaTz,NA
2143,52,MfuncIntMcTl,NA
2143,52,MfuncIntXlMt,NA
2143,43,funcResPaTz,NA
2143,43,funcResMcTl,NA
2143,43,funcResXlMt,NA
2143,29,funcTmpPaTz,NA
2143,29,funcTmpMcTl,NA
2143,29,funcTmpXlMt,NA
2143,52,funcIntPaTz,NA
2143,52,funcIntMcTl,NA
2143,52,funcIntXlMt,NA
2143,56,archInt1PaTz,NA
2143,56,archInt1McTl,NA
2143,56,archInt1XlMt,NA
2143,70,neighborhoodChar,NA
2143,111,complexNum,NA
2143,113,macroComplexNum,NA
2144,61,presPaTz,NA
2144,61,presMcTl,NA
2144,61,presXlMt,NA
2144,23,func1PMic,NA
2144,22,func1McTl,NA
2144,22,func1XlMe,NA
2144,38,func1Oxto,NA
2144,21,arch1PMic,NA
2144,26,arch1McTl,NA
2144,26,arch1XlMe,NA
2144,40,arch1Oxto,NA
2144,52,MfuncIntPaTz,NA
2144,52,MfuncIntMcTl,NA
2144,52,MfuncIntXlMt,NA
2144,43,funcResPaTz,NA
2144,43,funcResMcTl,NA
2144,43,funcResXlMt,NA
2144,29,funcTmpPaTz,NA
2144,29,funcTmpMcTl,NA
2144,29,funcTmpXlMt,NA
2144,52,funcIntPaTz,NA
2144,52,funcIntMcTl,NA
2144,52,funcIntXlMt,NA
2144,56,archInt1PaTz,NA
2144,56,archInt1McTl,NA
2144,56,archInt1XlMt,NA
2144,70,neighborhoodChar,NA
2144,111,complexNum,NA
2144,113,macroComplexNum,NA
2145,61,presPaTz,NA
2145,61,presMcTl,NA
2145,61,presXlMt,NA
2145,23,func1PMic,NA
2145,22,func1McTl,NA
2145,22,func1XlMe,NA
2145,38,func1Oxto,NA
2145,21,arch1PMic,NA
2145,26,arch1McTl,NA
2145,26,arch1XlMe,NA
2145,40,arch1Oxto,NA
2145,52,MfuncIntPaTz,NA
2145,52,MfuncIntMcTl,NA
2145,52,MfuncIntXlMt,NA
2145,43,funcResPaTz,NA
2145,43,funcResMcTl,NA
2145,43,funcResXlMt,NA
2145,29,funcTmpPaTz,NA
2145,29,funcTmpMcTl,NA
2145,29,funcTmpXlMt,NA
2145,52,funcIntPaTz,NA
2145,52,funcIntMcTl,NA
2145,52,funcIntXlMt,NA
2145,57,archInt1PaTz,NA
2145,57,archInt1McTl,NA
2145,57,archInt1XlMt,NA
2145,70,neighborhoodChar,NA
2145,111,complexNum,NA
2145,113,macroComplexNum,NA
2146,61,presPaTz,NA
2146,61,presMcTl,NA
2146,61,presXlMt,NA
2146,38,func1PMic,NA
2146,22,func1McTl,NA
2146,22,func1XlMe,NA
2146,38,func1Oxto,NA
2146,40,arch1PMic,NA
2146,26,arch1McTl,NA
2146,26,arch1XlMe,NA
2146,40,arch1Oxto,NA
2146,52,MfuncIntPaTz,NA
2146,52,MfuncIntMcTl,NA
2146,52,MfuncIntXlMt,NA
2146,59,archInt1McTl,NA
2146,59,archInt1XlMt,NA
2146,70,neighborhoodChar,NA
2146,113,macroComplexNum,NA
2147,61,presPaTz,NA
2147,61,presMcTl,NA
2147,61,presXlMt,NA
2147,38,func1PMic,NA
2147,14,func1McTl,NA
2147,14,func1XlMe,NA
2147,38,func1Oxto,NA
2147,40,arch1PMic,NA
2147,14,arch1McTl,NA
2147,14,arch1XlMe,NA
2147,40,arch1Oxto,NA
2147,52,MfuncIntPaTz,NA
2147,52,MfuncIntMcTl,NA
2147,52,MfuncIntXlMt,NA
2147,59,archInt1McTl,NA
2147,59,archInt1XlMt,NA
2147,70,neighborhoodChar,NA
2147,113,macroComplexNum,NA
2148,61,presPaTz,NA
2148,61,presMcTl,NA
2148,61,presXlMt,NA
2148,23,func1PMic,NA
2148,22,func1McTl,NA
2148,22,func1XlMe,NA
2148,38,func1Oxto,NA
2148,21,arch1PMic,NA
2148,26,arch1McTl,NA
2148,26,arch1XlMe,NA
2148,40,arch1Oxto,NA
2148,52,MfuncIntPaTz,NA
2148,52,MfuncIntMcTl,NA
2148,52,MfuncIntXlMt,NA
2148,59,archInt1McTl,NA
2148,59,archInt1XlMt,NA
2148,70,neighborhoodChar,NA
2148,113,macroComplexNum,NA
2149,61,presPaTz,NA
2149,61,presMcTl,NA
2149,61,presXlMt,NA
2149,23,func1PMic,NA
2149,23,func1McTl,NA
2149,23,func1XlMe,NA
2149,38,func1Oxto,NA
2149,24,arch1PMic,NA
2149,24,arch1McTl,NA
2149,24,arch1XlMe,NA
2149,40,arch1Oxto,NA
2149,52,MfuncIntPaTz,NA
2149,52,MfuncIntMcTl,NA
2149,52,MfuncIntXlMt,NA
2149,59,archInt1McTl,NA
2149,59,archInt1XlMt,NA
2149,70,neighborhoodChar,NA
2149,113,macroComplexNum,NA
2150,61,presPaTz,NA
2150,61,presMcTl,NA
2150,61,presXlMt,NA
2150,14,func1PMic,NA
2150,14,func1McTl,NA
2150,14,func1XlMe,NA
2150,0,func1Oxto,Missing
2150,14,arch1PMic,NA
2150,14,arch1McTl,NA
2150,14,arch1XlMe,NA
2150,40,arch1Oxto,NA
2150,59,archInt1McTl,NA
2150,59,archInt1XlMt,NA
2150,70,neighborhoodChar,NA
2150,113,macroComplexNum,NA
2151,61,presPaTz,NA
2151,61,presMcTl,NA
2151,61,presXlMt,NA
2151,6,func1PMic,NA
2151,3,func1McTl,NA
2151,3,func1XlMe,NA
2151,38,func1Oxto,NA
2151,2,arch1PMic,NA
2151,1,arch1McTl,NA
2151,1,arch1XlMe,NA
2151,40,arch1Oxto,NA
2151,52,MfuncIntPaTz,NA
2151,52,MfuncIntMcTl,NA
2151,52,MfuncIntXlMt,NA
2151,59,archInt1McTl,NA
2151,59,archInt1XlMt,NA
2151,70,neighborhoodChar,NA
2151,113,macroComplexNum,NA
2152,61,presPaTz,NA
2152,61,presMcTl,NA
2152,61,presXlMt,NA
2152,6,func1PMic,NA
2152,3,func1McTl,NA
2152,3,func1XlMe,NA
2152,38,func1Oxto,NA
2152,2,arch1PMic,NA
2152,1,arch1McTl,NA
2152,1,arch1XlMe,NA
2152,40,arch1Oxto,NA
2152,52,MfuncIntPaTz,NA
2152,52,MfuncIntMcTl,NA
2152,52,MfuncIntXlMt,NA
2152,59,archInt1McTl,NA
2152,59,archInt1XlMt,NA
2152,70,neighborhoodChar,NA
2152,113,macroComplexNum,NA
2153,61,presPaTz,NA
2153,61,presMcTl,NA
2153,61,presXlMt,NA
2153,15,func1PMic,NA
2153,14,func1McTl,NA
2153,14,func1XlMe,NA
2153,38,func1Oxto,NA
2153,14,arch1PMic,NA
2153,14,arch1McTl,NA
2153,14,arch1XlMe,NA
2153,40,arch1Oxto,NA
2153,52,MfuncIntPaTz,NA
2153,52,MfuncIntMcTl,NA
2153,52,MfuncIntXlMt,NA
2153,59,archInt1McTl,NA
2153,59,archInt1XlMt,NA
2153,70,neighborhoodChar,NA
2153,113,macroComplexNum,NA
2154,61,presPaTz,NA
2154,61,presMcTl,NA
2154,61,presXlMt,NA
2154,23,func1PMic,NA
2154,22,func1McTl,NA
2154,22,func1XlMe,NA
2154,38,func1Oxto,NA
2154,21,arch1PMic,NA
2154,26,arch1McTl,NA
2154,26,arch1XlMe,NA
2154,40,arch1Oxto,NA
2154,52,MfuncIntPaTz,NA
2154,52,MfuncIntMcTl,NA
2154,52,MfuncIntXlMt,NA
2154,43,funcResPaTz,NA
2154,43,funcResMcTl,NA
2154,43,funcResXlMt,NA
2154,43,funcTmpPaTz,NA
2154,43,funcTmpMcTl,NA
2154,43,funcTmpXlMt,NA
2154,50,funcIntPaTz,NA
2154,50,funcIntMcTl,NA
2154,50,funcIntXlMt,NA
2154,54,archInt1PaTz,NA
2154,54,archInt1McTl,NA
2154,54,archInt1XlMt,NA
2154,70,neighborhoodChar,NA
2154,102,complexNum,NA
2154,113,macroComplexNum,NA
2155,61,presPaTz,NA
2155,61,presMcTl,NA
2155,61,presXlMt,NA
2155,38,func1PMic,NA
2155,23,func1McTl,NA
2155,23,func1XlMe,NA
2155,38,func1Oxto,NA
2155,40,arch1PMic,NA
2155,24,arch1McTl,NA
2155,24,arch1XlMe,NA
2155,40,arch1Oxto,NA
2155,52,MfuncIntPaTz,NA
2155,52,MfuncIntMcTl,NA
2155,52,MfuncIntXlMt,NA
2155,43,funcResPaTz,NA
2155,43,funcResMcTl,NA
2155,43,funcResXlMt,NA
2155,43,funcTmpPaTz,NA
2155,43,funcTmpMcTl,NA
2155,43,funcTmpXlMt,NA
2155,50,funcIntPaTz,NA
2155,50,funcIntMcTl,NA
2155,50,funcIntXlMt,NA
2155,54,archInt1PaTz,NA
2155,54,archInt1McTl,NA
2155,54,archInt1XlMt,NA
2155,70,neighborhoodChar,NA
2155,102,complexNum,NA
2155,113,macroComplexNum,NA
2156,61,presPaTz,NA
2156,61,presMcTl,NA
2156,61,presXlMt,NA
2156,38,func1PMic,NA
2156,23,func1McTl,NA
2156,23,func1XlMe,NA
2156,38,func1Oxto,NA
2156,40,arch1PMic,NA
2156,24,arch1McTl,NA
2156,24,arch1XlMe,NA
2156,40,arch1Oxto,NA
2156,52,MfuncIntPaTz,NA
2156,52,MfuncIntMcTl,NA
2156,52,MfuncIntXlMt,NA
2156,43,funcResPaTz,NA
2156,43,funcResMcTl,NA
2156,43,funcResXlMt,NA
2156,43,funcTmpPaTz,NA
2156,43,funcTmpMcTl,NA
2156,43,funcTmpXlMt,NA
2156,50,funcIntPaTz,NA
2156,50,funcIntMcTl,NA
2156,50,funcIntXlMt,NA
2156,54,archInt1PaTz,NA
2156,54,archInt1McTl,NA
2156,54,archInt1XlMt,NA
2156,70,neighborhoodChar,NA
2156,102,complexNum,NA
2156,113,macroComplexNum,NA
2157,61,presPaTz,NA
2157,61,presMcTl,NA
2157,61,presXlMt,NA
2157,14,func1PMic,NA
2157,14,func1McTl,NA
2157,14,func1XlMe,NA
2157,0,func1Oxto,Missing
2157,14,arch1PMic,NA
2157,14,arch1McTl,NA
2157,14,arch1XlMe,NA
2157,40,arch1Oxto,NA
2157,50,funcIntPaTz,NA
2157,50,funcIntMcTl,NA
2157,50,funcIntXlMt,NA
2157,54,archInt1McTl,NA
2157,54,archInt1XlMt,NA
2157,70,neighborhoodChar,NA
2157,102,complexNum,NA
2157,113,macroComplexNum,NA
2158,61,presPaTz,NA
2158,61,presMcTl,NA
2158,61,presXlMt,NA
2158,23,func1PMic,NA
2158,22,func1McTl,NA
2158,22,func1XlMe,NA
2158,38,func1Oxto,NA
2158,21,arch1PMic,NA
2158,26,arch1McTl,NA
2158,26,arch1XlMe,NA
2158,40,arch1Oxto,NA
2158,52,MfuncIntPaTz,NA
2158,52,MfuncIntMcTl,NA
2158,52,MfuncIntXlMt,NA
2158,43,funcResPaTz,NA
2158,43,funcResMcTl,NA
2158,43,funcResXlMt,NA
2158,43,funcTmpPaTz,NA
2158,43,funcTmpMcTl,NA
2158,43,funcTmpXlMt,NA
2158,50,funcIntPaTz,NA
2158,50,funcIntMcTl,NA
2158,50,funcIntXlMt,NA
2158,54,archInt1PaTz,NA
2158,54,archInt1McTl,NA
2158,54,archInt1XlMt,NA
2158,70,neighborhoodChar,NA
2158,102,complexNum,NA
2158,113,macroComplexNum,NA
2159,61,presPaTz,NA
2159,61,presMcTl,NA
2159,61,presXlMt,NA
2159,14,func1PMic,NA
2159,14,func1McTl,NA
2159,14,func1XlMe,NA
2159,38,func1Oxto,NA
2159,14,arch1PMic,NA
2159,14,arch1McTl,NA
2159,14,arch1XlMe,NA
2159,40,arch1Oxto,NA
2159,52,MfuncIntPaTz,NA
2159,52,MfuncIntMcTl,NA
2159,52,MfuncIntXlMt,NA
2159,43,funcResPaTz,NA
2159,43,funcResMcTl,NA
2159,43,funcResXlMt,NA
2159,43,funcTmpPaTz,NA
2159,43,funcTmpMcTl,NA
2159,43,funcTmpXlMt,NA
2159,50,funcIntPaTz,NA
2159,50,funcIntMcTl,NA
2159,50,funcIntXlMt,NA
2159,54,archInt1PaTz,NA
2159,54,archInt1McTl,NA
2159,54,archInt1XlMt,NA
2159,15,func2PMic,NA
2159,15,func2McTl,NA
2159,15,func2XlMe,NA
2159,70,neighborhoodChar,NA
2159,102,complexNum,NA
2159,113,macroComplexNum,NA
2160,61,presPaTz,NA
2160,61,presMcTl,NA
2160,61,presXlMt,NA
2160,23,func1PMic,NA
2160,22,func1McTl,NA
2160,22,func1XlMe,NA
2160,38,func1Oxto,NA
2160,21,arch1PMic,NA
2160,26,arch1McTl,NA
2160,26,arch1XlMe,NA
2160,40,arch1Oxto,NA
2160,52,MfuncIntPaTz,NA
2160,52,MfuncIntMcTl,NA
2160,52,MfuncIntXlMt,NA
2160,43,funcResPaTz,NA
2160,43,funcResMcTl,NA
2160,43,funcResXlMt,NA
2160,43,funcTmpPaTz,NA
2160,43,funcTmpMcTl,NA
2160,43,funcTmpXlMt,NA
2160,50,funcIntPaTz,NA
2160,50,funcIntMcTl,NA
2160,50,funcIntXlMt,NA
2160,54,archInt1PaTz,NA
2160,54,archInt1McTl,NA
2160,54,archInt1XlMt,NA
2160,70,neighborhoodChar,NA
2160,102,complexNum,NA
2160,113,macroComplexNum,NA
2161,61,presPaTz,NA
2161,61,presMcTl,NA
2161,61,presXlMt,NA
2161,6,func1PMic,NA
2161,3,func1McTl,NA
2161,3,func1XlMe,NA
2161,38,func1Oxto,NA
2161,2,arch1PMic,NA
2161,2,arch1McTl,NA
2161,2,arch1XlMe,NA
2161,40,arch1Oxto,NA
2161,52,MfuncIntPaTz,NA
2161,52,MfuncIntMcTl,NA
2161,52,MfuncIntXlMt,NA
2161,43,funcResPaTz,NA
2161,43,funcResMcTl,NA
2161,43,funcResXlMt,NA
2161,49,funcIntPaTz,NA
2161,49,funcIntMcTl,NA
2161,49,funcIntXlMt,NA
2161,53,archInt1PaTz,NA
2161,53,archInt1McTl,NA
2161,53,archInt1XlMt,NA
2161,42,func2PMic,NA
2161,42,func2McTl,NA
2161,42,func2XlMe,NA
2161,70,neighborhoodChar,NA
2161,103,complexNum,NA
2161,113,macroComplexNum,NA
2162,61,presPaTz,NA
2162,61,presMcTl,NA
2162,61,presXlMt,NA
2162,23,func1PMic,NA
2162,23,func1McTl,NA
2162,23,func1XlMe,NA
2162,38,func1Oxto,NA
2162,24,arch1PMic,NA
2162,24,arch1McTl,NA
2162,24,arch1XlMe,NA
2162,40,arch1Oxto,NA
2162,52,MfuncIntPaTz,NA
2162,52,MfuncIntMcTl,NA
2162,52,MfuncIntXlMt,NA
2162,43,funcResPaTz,NA
2162,43,funcResMcTl,NA
2162,43,funcResXlMt,NA
2162,49,funcIntPaTz,NA
2162,49,funcIntMcTl,NA
2162,49,funcIntXlMt,NA
2162,53,archInt1PaTz,NA
2162,53,archInt1McTl,NA
2162,53,archInt1XlMt,NA
2162,70,neighborhoodChar,NA
2162,103,complexNum,NA
2162,113,macroComplexNum,NA
2163,61,presPaTz,NA
2163,61,presMcTl,NA
2163,61,presXlMt,NA
2163,6,func1PMic,NA
2163,3,func1McTl,NA
2163,3,func1XlMe,NA
2163,38,func1Oxto,NA
2163,2,arch1PMic,NA
2163,2,arch1McTl,NA
2163,2,arch1XlMe,NA
2163,40,arch1Oxto,NA
2163,52,MfuncIntPaTz,NA
2163,52,MfuncIntMcTl,NA
2163,52,MfuncIntXlMt,NA
2163,43,funcResPaTz,NA
2163,43,funcResMcTl,NA
2163,43,funcResXlMt,NA
2163,49,funcIntPaTz,NA
2163,49,funcIntMcTl,NA
2163,49,funcIntXlMt,NA
2163,53,archInt1PaTz,NA
2163,53,archInt1McTl,NA
2163,53,archInt1XlMt,NA
2163,42,func2PMic,NA
2163,42,func2McTl,NA
2163,42,func2XlMe,NA
2163,70,neighborhoodChar,NA
2163,103,complexNum,NA
2163,113,macroComplexNum,NA
2164,61,presPaTz,NA
2164,61,presMcTl,NA
2164,61,presXlMt,NA
2164,6,func1PMic,NA
2164,3,func1McTl,NA
2164,3,func1XlMe,NA
2164,38,func1Oxto,NA
2164,2,arch1PMic,NA
2164,2,arch1McTl,NA
2164,2,arch1XlMe,NA
2164,40,arch1Oxto,NA
2164,52,MfuncIntPaTz,NA
2164,52,MfuncIntMcTl,NA
2164,52,MfuncIntXlMt,NA
2164,43,funcResPaTz,NA
2164,43,funcResMcTl,NA
2164,43,funcResXlMt,NA
2164,49,funcIntPaTz,NA
2164,49,funcIntMcTl,NA
2164,49,funcIntXlMt,NA
2164,53,archInt1PaTz,NA
2164,53,archInt1McTl,NA
2164,53,archInt1XlMt,NA
2164,42,func2PMic,NA
2164,42,func2McTl,NA
2164,42,func2XlMe,NA
2164,70,neighborhoodChar,NA
2164,103,complexNum,NA
2164,113,macroComplexNum,NA
2165,61,presPaTz,NA
2165,61,presMcTl,NA
2165,61,presXlMt,NA
2165,0,func1PMic,Missing
2165,0,func1McTl,Missing
2165,0,func1XlMe,Missing
2165,0,func1Oxto,Missing
2165,24,arch1PMic,NA
2165,24,arch1McTl,NA
2165,24,arch1XlMe,NA
2165,40,arch1Oxto,NA
2165,2,arch2PMic,NA
2165,1,arch2McTl,NA
2165,1,arch2XlMe,NA
2165,49,funcIntPaTz,NA
2165,49,funcIntMcTl,NA
2165,49,funcIntXlMt,NA
2165,53,archInt1McTl,NA
2165,53,archInt1XlMt,NA
2165,70,neighborhoodChar,NA
2165,103,complexNum,NA
2165,113,macroComplexNum,NA
2166,61,presPaTz,NA
2166,61,presMcTl,NA
2166,61,presXlMt,NA
2166,6,func1PMic,NA
2166,3,func1McTl,NA
2166,3,func1XlMe,NA
2166,38,func1Oxto,NA
2166,2,arch1PMic,NA
2166,1,arch1McTl,NA
2166,1,arch1XlMe,NA
2166,40,arch1Oxto,NA
2166,52,MfuncIntPaTz,NA
2166,52,MfuncIntMcTl,NA
2166,52,MfuncIntXlMt,NA
2166,59,archInt1McTl,NA
2166,59,archInt1XlMt,NA
2166,70,neighborhoodChar,NA
2166,113,macroComplexNum,NA
2167,61,presPaTz,NA
2167,61,presMcTl,NA
2167,61,presXlMt,NA
2167,6,func1PMic,NA
2167,3,func1McTl,NA
2167,3,func1XlMe,NA
2167,38,func1Oxto,NA
2167,2,arch1PMic,NA
2167,1,arch1McTl,NA
2167,1,arch1XlMe,NA
2167,40,arch1Oxto,NA
2167,52,MfuncIntPaTz,NA
2167,52,MfuncIntMcTl,NA
2167,52,MfuncIntXlMt,NA
2167,59,archInt1McTl,NA
2167,59,archInt1XlMt,NA
2167,70,neighborhoodChar,NA
2167,113,macroComplexNum,NA
2168,61,presPaTz,NA
2168,61,presMcTl,NA
2168,61,presXlMt,NA
2168,38,func1PMic,NA
2168,14,func1McTl,NA
2168,14,func1XlMe,NA
2168,38,func1Oxto,NA
2168,40,arch1PMic,NA
2168,14,arch1McTl,NA
2168,14,arch1XlMe,NA
2168,40,arch1Oxto,NA
2168,52,MfuncIntPaTz,NA
2168,52,MfuncIntMcTl,NA
2168,52,MfuncIntXlMt,NA
2168,59,archInt1McTl,NA
2168,59,archInt1XlMt,NA
2168,70,neighborhoodChar,NA
2168,113,macroComplexNum,NA
2169,61,presPaTz,NA
2169,61,presMcTl,NA
2169,61,presXlMt,NA
2169,6,func1PMic,NA
2169,3,func1McTl,NA
2169,3,func1XlMe,NA
2169,38,func1Oxto,NA
2169,2,arch1PMic,NA
2169,1,arch1McTl,NA
2169,1,arch1XlMe,NA
2169,40,arch1Oxto,NA
2169,52,MfuncIntPaTz,NA
2169,52,MfuncIntMcTl,NA
2169,52,MfuncIntXlMt,NA
2169,43,funcResPaTz,NA
2169,43,funcResMcTl,NA
2169,43,funcResXlMt,NA
2169,52,funcIntPaTz,NA
2169,52,funcIntMcTl,NA
2169,52,funcIntXlMt,NA
2169,56,archInt1PaTz,NA
2169,56,archInt1McTl,NA
2169,56,archInt1XlMt,NA
2169,70,neighborhoodChar,NA
2169,104,complexNum,NA
2169,113,macroComplexNum,NA
2170,61,presPaTz,NA
2170,61,presMcTl,NA
2170,61,presXlMt,NA
2170,38,func1PMic,NA
2170,3,func1McTl,NA
2170,3,func1XlMe,NA
2170,38,func1Oxto,NA
2170,40,arch1PMic,NA
2170,1,arch1McTl,NA
2170,1,arch1XlMe,NA
2170,40,arch1Oxto,NA
2170,52,MfuncIntPaTz,NA
2170,52,MfuncIntMcTl,NA
