"","SSN","site","subsite","unit","XLMEFNC1","description","2020Hierarchy","ZArch1_MCTL","ZArch1_OXTO","ZArch1_PMIC","ZArch1_XLME","ZArch2_MCTL","ZArch2_OXTO","ZArch2_PMIC","ZArch2_XLME","ZFunc1_MCTL","ZFunc1_OXTO","ZFunc1_PMIC","ZFunc1_XLME","ZFunc2_MCTL","ZFunc2_OXTO","ZFunc2_PMIC","ZFunc2_XLME","H2020_1_XLME","H2020_2_XLME","H2020_3_XLME","Workshop_2020"
"2310",2310,"L19","NONE","N7E1",41,"unoccupied, not clear if cultivated or not","Unoccupied, Not Clear if Cultivated or Not",20,19,3,20,77,-1,77,77,41,1,1,41,77,-1,77,77,"Open Space","Unoccupied","Unoccupied, Not Clear if Cultivated or Not","-1"
"2311",2311,"L20","NONE","N7E1",39,"cultivated field","Cultivated Field",20,20,19,20,77,77,-1,77,39,39,39,39,-1,-1,-1,-1,"Open Space","Old Fields","Cultivated Field","-1"
"2312",2312,"L21","NONE","N7E1",39,"cultivated field","Cultivated Field",20,20,19,20,77,77,-1,77,39,39,39,39,-1,-1,-1,-1,"Open Space","Old Fields","Cultivated Field","-1"
"2313",2313,"L22","NONE","N7E1",39,"cultivated field","Cultivated Field",20,20,19,20,77,77,-1,77,39,39,-1,39,-1,-1,-1,-1,"Open Space","Old Fields","Cultivated Field","-1"
"2314",2314,"L23","NONE","N7E1",39,"cultivated field","Cultivated Field",20,20,19,20,77,77,-1,77,39,39,-1,39,-1,-1,-1,-1,"Open Space","Old Fields","Cultivated Field","-1"
"2315",2315,"L24","NONE","N7E1",41,"unoccupied, not clear if cultivated or not","Unoccupied, Not Clear if Cultivated or Not",19,20,19,20,-1,-1,-1,-1,-1,41,-1,41,-1,-1,-1,-1,"Open Space","Unoccupied","Unoccupied, Not Clear if Cultivated or Not","-1"
"2316",2316,"L25","NONE","N7E1",41,"unoccupied, not clear if cultivated or not","Unoccupied, Not Clear if Cultivated or Not",19,20,19,20,-1,-1,-1,-1,-1,41,-1,41,-1,-1,-1,-1,"Open Space","Unoccupied","Unoccupied, Not Clear if Cultivated or Not","-1"
"2317",2317,"L26","NONE","N7E1",41,"unoccupied, not clear if cultivated or not","Unoccupied, Not Clear if Cultivated or Not",20,20,19,20,-1,-1,-1,-1,41,41,-1,41,-1,-1,-1,-1,"Open Space","Unoccupied","Unoccupied, Not Clear if Cultivated or Not","-1"
"2318",2318,"L27","NONE","N7E1",-1,"missing data","-1",19,20,19,19,-1,-1,-1,-1,-1,41,-1,-1,-1,-1,-1,-1,"Open Space","Open Public Space","Outbuilding","-1"
"2319",2319,"L28","NONE","N7E1",41,"unoccupied, not clear if cultivated or not","Unoccupied, Not Clear if Cultivated or Not",20,20,19,20,-1,-1,-1,-1,41,41,-1,41,-1,-1,-1,-1,"Open Space","Unoccupied","Unoccupied, Not Clear if Cultivated or Not","-1"
"2320",2320,"L29","NONE","N7E1",41,"unoccupied, not clear if cultivated or not","Unoccupied, Not Clear if Cultivated or Not",19,20,19,20,-1,-1,-1,-1,-1,41,-1,41,-1,-1,-1,-1,"Open Space","Unoccupied","Unoccupied, Not Clear if Cultivated or Not","-1"
"2321",2321,"1","NONE","N6E1",1,"low status residential, no obvious occupational specialization","Low Status Residential",3,20,3,3,77,77,77,77,1,-1,1,1,77,77,77,77,"Architecture","House","Low Status Residential","-1"
"2322",2322,"2","NONE","N6E1",-1,"missing data","-1",19,20,19,19,-1,77,-1,-1,-1,-1,-1,-1,-1,77,-1,-1,"Open Space","Open Public Space","Outbuilding","-1"
"2323",2323,"3","NONE","N6E1",2,"intermediate status residence","Intermediate Status Residential",4,20,2,4,77,77,77,77,2,-1,3,2,77,77,77,77,"Architecture","House","Intermediate Status Residential","-1"
"2324",2324,"4","NONE","N6E1",-1,"missing data","-1",3,20,3,19,77,77,77,-1,1,-1,1,-1,77,77,77,-1,"Open Space","Open Public Space","Outbuilding","-1"
"2325",2325,"5","NONE","N6E1",2,"intermediate status residence","Intermediate Status Residential",4,20,2,4,77,77,77,77,2,-1,3,2,77,77,77,77,"Architecture","House","Intermediate Status Residential","-1"
"2326",2326,"6","NONE","N6E1",2,"intermediate status residence","Intermediate Status Residential",4,2,2,4,77,77,77,77,2,3,3,2,77,77,77,77,"Architecture","House","Intermediate Status Residential","-1"
"2327",2327,"7","SW","N6E1",2,"intermediate status residence","Intermediate Status Residential",4,20,2,4,77,77,77,77,2,41,3,2,77,77,77,77,"Architecture","House","Intermediate Status Residential","-1"
"2328",2328,"7","SE","N6E1",2,"intermediate status residence","Intermediate Status Residential",4,20,2,4,77,77,77,77,2,41,3,2,77,77,77,77,"Architecture","House","Intermediate Status Residential","-1"
"2329",2329,"7","NONE","N6E1",2,"intermediate status residence","Intermediate Status Residential",4,20,2,4,77,77,77,77,2,41,3,2,77,77,77,77,"Architecture","House","Intermediate Status Residential","-1"
"2330",2330,"8","NONE","N6E1",-1,"missing data","-1",19,19,19,19,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"Open Space","Open Public Space","Outbuilding","-1"
"2331",2331,"9","NONE","N6E1",-1,"missing data","-1",19,19,19,19,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"Open Space","Open Public Space","Outbuilding","-1"
"2332",2332,"10","NONE","N6E1",-1,"missing data","-1",3,3,3,20,77,77,77,77,1,1,1,-1,77,77,77,77,"Open Space","Unoccupied","Probably Not Occupied or Utilized in this Period","-1"
"2333",2333,"11","NONE","N6E1",-1,"missing data","-1",19,19,19,20,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"Open Space","Unoccupied","Probably Not Occupied or Utilized in this Period","-1"
"2334",2334,"12","NONE","N6E1",42,"residential workshop","-1",4,2,2,4,77,77,77,77,42,42,42,42,24,24,24,24,"Architecture","House","Intermediate Status Residential","Residential Workshop"
"2335",2335,"13","W","N6E1",2,"intermediate status residence","Intermediate Status Residential",4,20,2,4,77,77,77,77,2,-1,3,2,77,77,77,77,"Architecture","House","Intermediate Status Residential","-1"
"2336",2336,"13","E","N6E1",2,"intermediate status residence","Intermediate Status Residential",4,20,2,4,77,77,77,77,2,-1,3,2,77,77,77,77,"Architecture","House","Intermediate Status Residential","-1"
"2337",2337,"14","NONE","N6E1",1,"low status residential, no obvious occupational specialization","Low Status Residential",3,20,3,3,77,77,77,77,1,-1,1,1,77,77,77,77,"Architecture","House","Low Status Residential","-1"
"2338",2338,"15","NONE","N6E1",-1,"missing data","-1",19,20,19,19,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"Open Space","Open Public Space","Outbuilding","-1"
"2339",2339,"L 1","NONE","N6E1",-1,"missing data","-1",20,19,19,20,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"Open Space","Unoccupied","Probably Not Occupied or Utilized in this Period","-1"
"2340",2340,"6","F1","N5E1",28,"utilized space1","Utilized Space1",12,20,12,12,77,77,77,77,28,41,28,28,77,77,77,77,"Open Space","Open Public Space","Utilized Space1","-1"
"2341",2341,"6","G1","N5E1",28,"utilized space","Utilized Space",12,20,12,12,-1,-1,-1,-1,28,-1,28,28,-1,-1,-1,-1,"Open Space","Open Public Space","Utilized Space","-1"
"2342",2342,"7","NONE","N5E1",4,"high status residence","High Status Residential",4,20,2,4,77,77,77,77,4,41,3,4,77,77,77,77,"Architecture","House","High Status Residential","-1"
"2343",2343,"8","NONE","N5E1",4,"high status residence","High Status Residential",4,20,2,4,77,77,77,77,4,41,3,4,77,77,77,77,"Architecture","House","High Status Residential","-1"
"2344",2344,"9","NONE","N5E1",37,"wall or segment of a wall","Wall or Segment of a Wall",13,20,13,13,77,77,77,77,37,41,37,37,77,77,77,77,"Architecture","Civic Structure","Wall or Segment of a Wall","-1"
"2345",2345,"10","NONE","N5E1",41,"unoccupied, not clear if cultivated or not","Unoccupied, Not Clear if Cultivated or Not",4,20,20,20,-1,-1,-1,-1,4,41,41,41,-1,-1,-1,-1,"Open Space","Unoccupied","Unoccupied, Not Clear if Cultivated or Not","-1"
"2346",2346,"11","NONE","N5E1",4,"high status residence","High Status Residential",4,20,2,4,77,77,77,77,4,41,3,4,77,77,77,77,"Architecture","House","High Status Residential","-1"
"2347",2347,"20","NONE","N5E1",2,"intermediate status residence","Intermediate Status Residential",4,20,2,4,77,77,77,77,2,41,3,2,77,77,77,77,"Architecture","House","Intermediate Status Residential","-1"
"2348",2348,"21","N","N5E1",22,"market or part of a market","Market",12,20,12,12,77,77,77,77,28,41,28,22,77,77,77,77,"Open Space","Open Public Space","Market","-1"
"2349",2349,"21","S","N5E1",22,"market or part of a market","Market",12,20,12,12,77,77,77,77,28,41,28,22,77,77,77,77,"Open Space","Open Public Space","Market","-1"
"2350",2350,"22","X","N5E1",37,"wall or segment of a wall","Wall or Segment of a Wall",13,20,13,13,77,77,77,77,37,41,37,37,77,77,77,77,"Architecture","Civic Structure","Wall or Segment of a Wall","-1"
"2351",2351,"23","NONE","N5E1",7,"temple platform","Temple Platform",5,20,7,5,8,77,8,8,7,41,43,7,77,77,77,77,"Architecture","Temple or Sanctuary","Temple Platform","-1"
"2352",2352,"24","J","N5E1",4,"high status residence","High Status Residential",4,20,2,4,77,77,77,77,4,41,3,4,77,77,77,77,"Architecture","House","High Status Residential","-1"
"2353",2353,"24","K","N5E1",28,"utilized space1","Utilized Space1",12,20,12,12,77,77,77,77,28,41,28,28,77,77,77,77,"Open Space","Open Public Space","Utilized Space1","-1"
"2354",2354,"24","L","N5E1",43,"platform of probable religious significance","Platform of Probable Religious Significance",7,20,7,7,77,77,77,77,43,41,43,43,77,77,77,77,"Architecture","Temple or Sanctuary","Platform of Probable Religious Significance","-1"
"2355",2355,"24","M","N5E1",31,"street or avenue","Street or Avenue",14,20,14,14,-1,-1,-1,-1,31,-1,31,31,-1,-1,-1,-1,"Open Space","Open Public Space","Street or Avenue","-1"
"2356",2356,"24","N","N5E1",4,"high status residence","High Status Residential",4,20,2,4,77,77,77,77,4,41,3,4,77,77,77,77,"Architecture","House","High Status Residential","-1"
"2357",2357,"24","A","N5E1",7,"temple platform","Temple Platform",5,20,7,5,77,77,77,77,7,41,43,7,77,77,77,77,"Architecture","Temple or Sanctuary","Temple Platform","-1"
"2358",2358,"24","B","N5E1",43,"platform of probable religious significance","Platform of Probable Religious Significance",7,20,7,7,77,77,77,77,43,41,43,43,77,77,77,77,"Architecture","Temple or Sanctuary","Platform of Probable Religious Significance","-1"
"2359",2359,"24","C","N5E1",43,"platform of probable religious significance","Platform of Probable Religious Significance",8,20,8,8,77,77,77,77,43,41,43,43,77,77,77,77,"Architecture","Temple or Sanctuary","Platform of Probable Religious Significance","-1"
"2360",2360,"24","D","N5E1",99,"other","-1",99,20,99,99,77,77,77,77,99,41,99,99,77,77,77,77,"Architecture","Other","Other","-1"
"2361",2361,"24","E","N5E1",43,"platform of probable religious significance","Platform of Probable Religious Significance",8,20,8,8,2,77,2,2,43,41,43,43,4,77,3,4,"Architecture","Temple or Sanctuary","Platform of Probable Religious Significance","-1"
"2362",2362,"24","F","N5E1",43,"platform of probable religious significance","Platform of Probable Religious Significance",7,20,7,7,77,77,77,77,43,41,43,43,77,77,77,77,"Architecture","Temple or Sanctuary","Platform of Probable Religious Significance","-1"
"2363",2363,"24","G","N5E1",28,"utilized space","Utilized Space",12,20,12,12,77,77,77,77,28,41,28,28,77,77,77,77,"Open Space","Open Public Space","Utilized Space","-1"
"2364",2364,"24","H","N5E1",4,"high status residence","High Status Residential",4,20,2,4,77,77,77,77,4,41,3,4,77,77,77,77,"Architecture","House","High Status Residential","-1"
"2365",2365,"24","P","N5E1",43,"platform of probable religious significance","Platform of Probable Religious Significance",7,20,7,7,77,77,77,77,43,41,43,43,77,77,77,77,"Architecture","Temple or Sanctuary","Platform of Probable Religious Significance","-1"
"2366",2366,"24","R","N5E1",4,"high status residence","High Status Residential",4,20,2,4,77,77,77,77,4,41,3,4,77,77,77,77,"Architecture","House","High Status Residential","-1"
"2367",2367,"24","Q&S","N5E1",28,"utilized space1","Utilized Space1",12,20,12,12,-1,-1,-1,-1,28,20,28,28,-1,-1,-1,-1,"Open Space","Open Public Space","Utilized Space1","-1"
"2368",2368,"24","T","N5E1",28,"utilized space","Utilized Space",12,20,12,12,77,77,77,77,28,41,28,28,77,77,77,77,"Open Space","Open Public Space","Utilized Space","-1"
"2369",2369,"24","U","N5E1",4,"high status residence","High Status Residential",4,20,20,4,77,77,-1,77,4,41,-1,4,77,77,-1,77,"Architecture","House","High Status Residential","-1"
"2370",2370,"25","NONE","N5E1",28,"plazaN","PlazaN",12,20,12,12,77,77,77,77,28,41,28,28,77,77,77,77,"Open Space","Open Public Space","PlazaN","-1"
"2371",2371,"26","NONE","N5E1",37,"wall or segment of a wall","Wall or Segment of a Wall",13,20,13,13,77,77,77,77,37,41,37,37,77,77,77,77,"Architecture","Civic Structure","Wall or Segment of a Wall","-1"
"2372",2372,"27","N","N5E1",28,"plazaN","PlazaN",12,20,20,12,77,77,-1,77,28,41,41,28,77,77,-1,77,"Open Space","Open Public Space","PlazaN","-1"
"2373",2373,"27","S","N5E1",28,"plazaN","PlazaN",12,20,12,12,77,77,77,77,28,41,28,28,77,77,77,77,"Open Space","Open Public Space","PlazaN","-1"
"2374",2374,"28","NONE","N5E1",2,"intermediate status residence","Intermediate Status Residential",4,20,2,4,-1,-1,-1,-1,2,41,3,2,-1,-1,-1,-1,"Architecture","House","Intermediate Status Residential","-1"
"2375",2375,"29","NONE","N5E1",2,"intermediate status residence","Intermediate Status Residential",4,20,2,4,77,77,77,77,2,41,3,2,42,77,42,42,"Architecture","House","Intermediate Status Residential","-1"
"2376",2376,"30","NONE","N5E1",2,"intermediate status residence","Intermediate Status Residential",4,20,2,4,77,77,77,77,2,41,3,2,77,77,77,77,"Architecture","House","Intermediate Status Residential","-1"
"2377",2377,"31","NONE","N5E1",2,"intermediate status residence","Intermediate Status Residential",4,20,2,4,77,77,77,77,2,41,3,2,77,77,77,77,"Architecture","House","Intermediate Status Residential","-1"
"2378",2378,"32","NONE","N5E1",2,"intermediate status residence","Intermediate Status Residential",4,20,2,4,77,77,77,77,2,41,3,2,77,77,77,77,"Architecture","House","Intermediate Status Residential","-1"
"2379",2379,"33","NONE","N5E1",2,"intermediate status residence","Intermediate Status Residential",4,20,2,4,77,77,77,77,2,41,3,2,77,77,77,77,"Architecture","House","Intermediate Status Residential","-1"
"2380",2380,"34","NONE","N5E1",2,"intermediate status residence","Intermediate Status Residential",4,20,2,4,77,77,77,77,2,41,3,2,77,77,77,77,"Architecture","House","Intermediate Status Residential","-1"
"2381",2381,"35","NONE","N5E1",2,"intermediate status residence","Intermediate Status Residential",4,20,2,4,77,77,77,77,2,41,3,2,77,77,77,77,"Architecture","House","Intermediate Status Residential","-1"
"2382",2382,"L 1","NONE","N5E1",31,"street or avenue","Street or Avenue",14,20,14,14,-1,77,-1,-1,31,41,31,31,-1,77,-1,-1,"Open Space","Open Public Space","Street or Avenue","-1"
"2383",2383,"L 2","NONE","N5E1",-1,"missing data","-1",20,-1,-1,20,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"Open Space","Unoccupied","Probably Not Occupied or Utilized in this Period","-1"
"2384",2384,"1","NONE","N5E1",14,"pyramid temple (over 10 m high)","Pyramid",6,20,5,6,77,77,77,77,14,41,7,14,77,77,77,77,"Architecture","Temple or Sanctuary","Pyramid","-1"
"2385",2385,"2","NONE","N5E1",14,"pyramid temple (over 10 m high)","Pyramid",6,20,5,6,77,77,77,77,14,41,7,14,77,77,77,77,"Architecture","Temple or Sanctuary","Pyramid","-1"
"2386",2386,"13","NONE","N5E1",43,"platform of probable religious significance","Platform of Probable Religious Significance",7,20,7,7,77,77,77,77,43,41,43,43,77,77,77,77,"Architecture","Temple or Sanctuary","Platform of Probable Religious Significance","-1"
"2387",2387,"3","NONE","N5E1",7,"temple platform","Temple Platform",5,20,7,5,77,77,77,77,7,41,7,7,77,77,77,77,"Architecture","Temple or Sanctuary","Temple Platform","-1"
"2388",2388,"22","A","N5E1",4,"high status residence","High Status Residential",4,20,2,4,77,77,77,77,4,41,3,4,77,77,77,77,"Architecture","House","High Status Residential","-1"
"2389",2389,"22","B","N5E1",4,"high status residence","High Status Residential",4,20,2,4,77,77,77,77,4,41,3,4,77,77,77,77,"Architecture","House","High Status Residential","-1"
"2390",2390,"22","C","N5E1",4,"high status residence","High Status Residential",4,20,2,4,77,77,77,77,4,41,3,4,77,77,77,77,"Architecture","House","High Status Residential","-1"
"2391",2391,"22","D","N5E1",37,"wall or segment of a wall","Wall or Segment of a Wall",13,20,13,13,77,77,77,77,37,41,37,37,77,41,77,77,"Architecture","Civic Structure","Wall or Segment of a Wall","-1"
"2392",2392,"22","E","N5E1",4,"high status residence","High Status Residential",4,20,2,4,77,77,77,-1,4,41,3,4,77,77,77,-1,"Architecture","House","High Status Residential","-1"
"2393",2393,"22","F","N5E1",28,"plazaN","PlazaN",12,20,12,12,77,77,77,77,28,41,28,28,77,77,77,77,"Open Space","Open Public Space","PlazaN","-1"
"2394",2394,"22","G","N5E1",4,"high status residence","High Status Residential",4,20,2,4,77,77,77,77,4,41,3,4,77,77,77,77,"Architecture","House","High Status Residential","-1"
"2395",2395,"22","H","N5E1",37,"wall or segment of a wall","Wall or Segment of a Wall",13,20,13,13,77,77,77,77,37,41,37,37,77,77,77,77,"Architecture","Civic Structure","Wall or Segment of a Wall","-1"
"2396",2396,"22","J","N5E1",28,"utilized space","Utilized Space",12,20,12,12,77,77,77,77,28,41,28,28,77,77,77,77,"Open Space","Open Public Space","Utilized Space","-1"
"2397",2397,"22","K","N5E1",28,"utilized space1","Utilized Space1",12,20,12,12,77,77,77,77,28,41,28,28,77,77,77,77,"Open Space","Open Public Space","Utilized Space1","-1"
"2398",2398,"22","L","N5E1",28,"utilized space1","Utilized Space1",12,20,12,12,-1,-1,-1,-1,28,-1,28,28,-1,-1,-1,-1,"Open Space","Open Public Space","Utilized Space1","-1"
"2399",2399,"22","M","N5E1",7,"temple platform","Temple Platform",5,20,7,5,7,77,77,7,7,41,43,7,43,77,77,43,"Architecture","Temple or Sanctuary","Temple Platform","-1"
"2400",2400,"22","N","N5E1",4,"high status residence","High Status Residential",4,20,2,4,77,77,77,77,4,41,3,4,77,77,77,77,"Architecture","House","High Status Residential","-1"
"2401",2401,"22","P","N5E1",4,"high status residence","High Status Residential",4,20,2,4,77,77,77,77,4,41,3,4,77,77,77,77,"Architecture","House","High Status Residential","-1"
"2402",2402,"22","Q","N5E1",4,"high status residence","High Status Residential",4,20,2,4,77,77,77,77,4,41,3,4,77,77,77,77,"Architecture","House","High Status Residential","-1"
"2403",2403,"22","R","N5E1",28,"utilized space","Utilized Space",7,20,7,7,-1,-1,-1,-1,28,-1,28,28,-1,-1,-1,-1,"Open Space","Open Public Space","Utilized Space","-1"
"2404",2404,"22","S","N5E1",37,"wall or segment of a wall","Wall or Segment of a Wall",13,20,13,13,77,77,77,77,37,41,37,37,77,77,77,77,"Architecture","Civic Structure","Wall or Segment of a Wall","-1"
"2405",2405,"22","T","N5E1",4,"high status residence","High Status Residential",4,20,2,4,77,77,77,77,4,41,3,4,77,77,77,77,"Architecture","House","High Status Residential","-1"
"2406",2406,"22","U","N5E1",37,"wall or segment of a wall","Wall or Segment of a Wall",13,20,13,13,77,77,77,77,37,41,37,37,77,77,77,77,"Architecture","Civic Structure","Wall or Segment of a Wall","-1"
"2407",2407,"22","V","N5E1",4,"high status residence","High Status Residential",4,20,2,4,77,77,77,77,4,41,3,4,77,77,77,77,"Architecture","House","High Status Residential","-1"
"2408",2408,"22","W","N5E1",7,"temple platform","Temple Platform",5,20,7,5,7,77,77,7,7,41,43,7,43,77,77,43,"Architecture","Temple or Sanctuary","Temple Platform","-1"
